Year,State,Ethnicity,Grade,Enrollment,Dropout
2003,south carolina,Black,10,20590,854
2003,south dakota,Black,10,139,5
2003,tennessee,Black,10,0,0
2003,texas,Black,10,44887,2149
2003,utah,Black,10,364,16
2003,vermont,Black,10,106,7
2003,virginia,Black,10,23010,1082
2003,washington,Black,10,4355,494
2003,west virginia,Black,10,899,60
2003,wisconsin,Black,10,0,0
2003,wyoming,Black,10,105,5
2003,american samoa,Black,10,0,0
2003,guam,Black,10,0,0
2003,northern marianas,Black,10,0,0
2003,puerto rico,Black,10,0,0
2003,virgin islands,Black,10,0,0
2003,alabama,White,10,32332,1138
2003,alaska,White,10,6495,377
2003,arizona,White,10,41736,1514
2003,arkansas,White,10,25261,902
2003,california,White,10,174826,2278
2003,colorado,White,10,38842,1361
2003,connecticut,White,10,30734,333
2003,delaware,White,10,5493,273
2003,district of columbia,White,10,0,0
2003,florida,White,10,102840,2537
2003,georgia,White,10,59407,2953
2003,hawaii,White,10,2693,151
2003,idaho,White,10,17195,446
2003,illinois,White,10,96746,3195
2003,indiana,White,10,63870,1232
2003,iowa,White,10,34912,536
2003,kansas,White,10,29379,414
2003,kentucky,White,10,42043,1444
2003,louisiana,White,10,25315,1293
2003,maine,White,10,15427,400
2003,maryland,White,10,35234,1050
2003,massachusetts,White,10,55897,1526
2003,michigan,White,10,102393,2905
2003,minnesota,White,10,56588,606
2003,mississippi,White,10,16885,372
2003,missouri,White,10,55837,1669
2003,montana,White,10,10660,325
2003,nebraska,White,10,18541,296
2003,nevada,White,10,15889,609
2003,new hampshire,White,10,15869,493
2003,new jersey,White,10,0,0
2003,new mexico,White,10,8921,310
2003,new york,White,10,123485,4559
2003,north carolina,White,10,61727,2947
2003,north dakota,White,10,7722,118
2003,ohio,White,10,115239,2354
2003,oklahoma,White,10,28988,909
2003,oregon,White,10,0,0
2003,pennsylvania,White,10,116813,0
2003,rhode island,White,10,9154,258
2003,south carolina,White,10,28542,953
2003,south dakota,White,10,8756,219
2003,tennessee,White,10,0,0
2003,texas,White,10,133070,2651
2003,utah,White,10,31650,487
2003,vermont,White,10,7855,193
2003,virginia,White,10,56705,897
2003,washington,White,10,60809,2617
2003,west virginia,White,10,19465,860
2003,wisconsin,White,10,0,0
2003,wyoming,White,10,6253,170
2003,american samoa,White,10,0,0
2003,guam,White,10,0,0
2003,northern marianas,White,10,0,0
2003,puerto rico,White,10,0,0
2003,virgin islands,White,10,0,0
2003,alabama,Hispanic,10,790,38
2003,alaska,Hispanic,10,346,25
2003,arizona,Hispanic,10,25916,2544
2003,arkansas,Hispanic,10,1548,109
2003,california,Hispanic,10,208102,7297
2003,colorado,Hispanic,10,12263,1221
2003,connecticut,Hispanic,10,5570,227
2003,delaware,Hispanic,10,502,67
2003,district of columbia,Hispanic,10,0,0
2003,florida,Hispanic,10,39717,1711
2003,georgia,Hispanic,10,5566,471
2003,hawaii,Hispanic,10,533,38
2003,idaho,Hispanic,10,1985,145
2003,illinois,Hispanic,10,22788,1809
2003,indiana,Hispanic,10,2945,118
2003,iowa,Hispanic,10,1526,92
2003,kansas,Hispanic,10,3307,167
2003,kentucky,Hispanic,10,572,20
2003,louisiana,Hispanic,10,797,71
2003,maine,Hispanic,10,109,6
2003,maryland,Hispanic,10,3641,177
2003,massachusetts,Hispanic,10,7744,719
2003,michigan,Hispanic,10,4496,364
2003,minnesota,Hispanic,10,2493,298
2003,mississippi,Hispanic,10,265,5
2003,missouri,Hispanic,10,1462,75
2003,montana,Hispanic,10,230,19
2003,nebraska,Hispanic,10,1747,143
2003,nevada,Hispanic,10,7280,567
2003,new hampshire,Hispanic,10,359,25
2003,new jersey,Hispanic,10,17007,660
2003,new mexico,Hispanic,10,12589,841
2003,new york,Hispanic,10,43783,8368
2003,north carolina,Hispanic,10,4583,467
2003,north dakota,Hispanic,10,100,10
2003,ohio,Hispanic,10,2599,166
2003,oklahoma,Hispanic,10,2824,282
2003,oregon,Hispanic,10,0,0
2003,pennsylvania,Hispanic,10,7376,0
2003,rhode island,Hispanic,10,1852,128
2003,south carolina,Hispanic,10,1070,61
2003,south dakota,Hispanic,10,132,23
2003,tennessee,Hispanic,10,0,0
2003,texas,Hispanic,10,121255,6708
2003,utah,Hispanic,10,3458,188
2003,vermont,Hispanic,10,61,5
2003,virginia,Hispanic,10,5196,398
2003,washington,Hispanic,10,8157,885
2003,west virginia,Hispanic,10,121,3
2003,wisconsin,Hispanic,10,0,0
2003,wyoming,Hispanic,10,529,57
2003,american samoa,Hispanic,10,0,0
2003,guam,Hispanic,10,0,0
2003,northern marianas,Hispanic,10,0,0
2003,puerto rico,Hispanic,10,0,0
2003,virgin islands,Hispanic,10,0,0
2003,alabama,Black,11,16638,639
2003,alaska,Black,11,359,34
2003,arizona,Black,11,3361,283
2003,arkansas,Black,11,6734,503
2003,california,Black,11,36654,2074
2003,colorado,Black,11,2656,202
2003,connecticut,Black,11,4806,169
2003,delaware,Black,11,2180,163
2003,district of columbia,Black,11,0,0
2003,florida,Black,11,37134,1674
2003,georgia,Black,11,34443,2086
2003,hawaii,Black,11,211,13
2003,idaho,Black,11,109,3
2003,illinois,Black,11,23911,2278
2003,indiana,Black,11,7025,286
2003,iowa,Black,11,1232,73
2003,kansas,Black,11,2737,120
2003,kentucky,Black,11,3973,201
2003,louisiana,Black,11,18273,1608
2003,maine,Black,11,228,3
2003,maryland,Black,11,20506,1163
2003,massachusetts,Black,11,5889,366
2003,michigan,Black,11,18122,1733
2003,minnesota,Black,11,4360,366
2003,mississippi,Black,11,13792,515
2003,missouri,Black,11,9444,502
2003,montana,Black,11,61,3
2003,nebraska,Black,11,1080,80
2003,nevada,Black,11,2200,142
2003,new hampshire,Black,11,199,15
2003,new jersey,Black,11,15380,481
2003,new mexico,Black,11,517,48
2003,new york,Black,11,30043,2128
2003,north carolina,Black,11,25391,1484
2003,north dakota,Black,11,90,10
2003,ohio,Black,11,18349,1665
2003,oklahoma,Black,11,4095,247
2003,oregon,Black,11,0,0
2003,pennsylvania,Black,11,18736,0
2003,rhode island,Black,11,967,69
2003,south carolina,Black,11,15029,578
2003,south dakota,Black,11,121,14
2003,tennessee,Black,11,0,0
2003,texas,Black,11,37634,1614
2003,utah,Black,11,330,25
2003,vermont,Black,11,82,11
2003,virginia,Black,11,18969,791
2003,washington,Black,11,3717,484
2003,west virginia,Black,11,811,69
2003,wisconsin,Black,11,0,0
2003,wyoming,Black,11,66,10
2003,american samoa,Black,11,0,0
2003,guam,Black,11,0,0
2003,northern marianas,Black,11,0,0
2003,puerto rico,Black,11,0,0
2003,virgin islands,Black,11,0,0
2003,alabama,White,11,29290,1199
2003,alaska,White,11,5815,304
2003,arizona,White,11,39430,1727
2003,arkansas,White,11,22764,1247
2003,california,White,11,167026,2868
2003,colorado,White,11,37595,1691
2003,connecticut,White,11,29020,462
2003,delaware,White,11,4875,221
2003,district of columbia,White,11,0,0
2003,florida,White,11,91199,2540
2003,georgia,White,11,51835,2832
2003,hawaii,White,11,2572,147
2003,idaho,White,11,16023,524
2003,illinois,White,11,91112,3791
2003,indiana,White,11,58020,1706
2003,iowa,White,11,33712,817
2003,kansas,White,11,28268,671
2003,kentucky,White,11,37816,1380
2003,louisiana,White,11,23119,1139
2003,maine,White,11,14535,446
2003,maryland,White,11,33048,1107
2003,massachusetts,White,11,52598,1748
2003,michigan,White,11,95885,2911
2003,minnesota,White,11,56604,1243
2003,mississippi,White,11,14773,453
2003,missouri,White,11,52367,2083
2003,montana,White,11,10336,368
2003,nebraska,White,11,18490,442
2003,nevada,White,11,13372,593
2003,new hampshire,White,11,15159,691
2003,new jersey,White,11,58801,780
2003,new mexico,White,11,8223,312
2003,new york,White,11,112712,4047
2003,north carolina,White,11,55346,2716
2003,north dakota,White,11,7557,127
2003,ohio,White,11,110118,3047
2003,oklahoma,White,11,27121,981
2003,oregon,White,11,0,0
2003,pennsylvania,White,11,111221,0
2003,rhode island,White,11,8442,265
2003,south carolina,White,11,23024,730
2003,south dakota,White,11,8639,342
2003,tennessee,White,11,0,0
2003,texas,White,11,122863,2873
2003,utah,White,11,30723,772
2003,vermont,White,11,7523,224
2003,virginia,White,11,52489,968
2003,washington,White,11,58255,3358
2003,west virginia,White,11,18401,888
2003,wisconsin,White,11,0,0
2003,wyoming,White,11,5988,310
2003,american samoa,White,11,0,0
2003,guam,White,11,0,0
2003,northern marianas,White,11,0,0
2003,puerto rico,White,11,0,0
2003,virgin islands,White,11,0,0
2003,alabama,Hispanic,11,551,32
2003,alaska,Hispanic,11,319,34
2003,arizona,Hispanic,11,22095,2391
2003,arkansas,Hispanic,11,1234,122
2003,california,Hispanic,11,176361,7023
2003,colorado,Hispanic,11,9748,1065
2003,connecticut,Hispanic,11,4690,174
2003,delaware,Hispanic,11,363,35
2003,district of columbia,Hispanic,11,0,0
2003,florida,Hispanic,11,32302,1267
2003,georgia,Hispanic,11,3961,324
2003,hawaii,Hispanic,11,603,36
2003,idaho,Hispanic,11,1675,147
2003,illinois,Hispanic,11,18613,1574
2003,indiana,Hispanic,11,2309,89
2003,iowa,Hispanic,11,1257,91
2003,kansas,Hispanic,11,2678,131
2003,kentucky,Hispanic,11,433,14
2003,louisiana,Hispanic,11,702,59
2003,maine,Hispanic,11,93,6
2003,maryland,Hispanic,11,2973,147
2003,massachusetts,Hispanic,11,6272,511
2003,michigan,Hispanic,11,3547,248
2003,minnesota,Hispanic,11,1950,261
2003,mississippi,Hispanic,11,207,5
2003,missouri,Hispanic,11,1188,60
2003,montana,Hispanic,11,214,9
2003,nebraska,Hispanic,11,1317,91
2003,nevada,Hispanic,11,4868,417
2003,new hampshire,Hispanic,11,304,17
2003,new jersey,Hispanic,11,13768,512
2003,new mexico,Hispanic,11,10472,709
2003,new york,Hispanic,11,25726,1888
2003,north carolina,Hispanic,11,3370,269
2003,north dakota,Hispanic,11,91,7
2003,ohio,Hispanic,11,2147,158
2003,oklahoma,Hispanic,11,2266,206
2003,oregon,Hispanic,11,0,0
2003,pennsylvania,Hispanic,11,5780,0
2003,rhode island,Hispanic,11,1413,112
2003,south carolina,Hispanic,11,714,30
2003,south dakota,Hispanic,11,128,21
2003,tennessee,Hispanic,11,0,0
2003,texas,Hispanic,11,97966,5037
2003,utah,Hispanic,11,3156,293
2003,vermont,Hispanic,11,67,7
2003,virginia,Hispanic,11,4788,374
2003,washington,Hispanic,11,6823,792
2003,west virginia,Hispanic,11,73,3
2003,wisconsin,Hispanic,11,0,0
2003,wyoming,Hispanic,11,440,48
2003,american samoa,Hispanic,11,0,0
2003,guam,Hispanic,11,0,0
2003,northern marianas,Hispanic,11,0,0
2003,puerto rico,Hispanic,11,0,0
2003,virgin islands,Hispanic,11,0,0
2003,alabama,Black,12,14131,557
2003,alaska,Black,12,389,35
2003,arizona,Black,12,3224,318
2003,arkansas,Black,12,6213,430
2003,california,Black,12,31897,3672
2003,colorado,Black,12,2426,235
2003,connecticut,Black,12,4493,106
2003,delaware,Black,12,1924,98
2003,district of columbia,Black,12,0,0
2003,florida,Black,12,31842,1824
2003,georgia,Black,12,28991,1805
2003,hawaii,Black,12,170,8
2003,idaho,Black,12,93,9
2003,illinois,Black,12,25161,1837
2003,indiana,Black,12,5825,300
2003,iowa,Black,12,1010,79
2003,kansas,Black,12,2647,179
2003,kentucky,Black,12,3639,149
2003,louisiana,Black,12,17263,2760
2003,maine,Black,12,186,7
2003,maryland,Black,12,18998,1007
2003,massachusetts,Black,12,5260,479
2003,michigan,Black,12,13407,1221
2003,minnesota,Black,12,5071,959
2003,mississippi,Black,12,12807,391
2003,missouri,Black,12,8428,491
2003,montana,Black,12,39,6
2003,nebraska,Black,12,1128,78
2003,nevada,Black,12,1772,317
2003,new hampshire,Black,12,154,21
2003,new jersey,Black,12,13632,425
2003,new mexico,Black,12,444,15
2003,new york,Black,12,25830,1924
2003,north carolina,Black,12,20812,1028
2003,north dakota,Black,12,73,5
2003,ohio,Black,12,15955,1494
2003,oklahoma,Black,12,3484,173
2003,oregon,Black,12,0,0
2003,pennsylvania,Black,12,15497,0
2003,rhode island,Black,12,732,29
2003,south carolina,Black,12,14801,390
2003,south dakota,Black,12,124,12
2003,tennessee,Black,12,0,0
2003,texas,Black,12,32837,2025
2003,utah,Black,12,324,61
2003,vermont,Black,12,88,8
2003,virginia,Black,12,18152,752
2003,washington,Black,12,3568,487
2003,west virginia,Black,12,680,30
2003,wisconsin,Black,12,0,0
2003,wyoming,Black,12,41,6
2003,american samoa,Black,12,0,0
2003,guam,Black,12,0,0
2003,northern marianas,Black,12,0,0
2003,puerto rico,Black,12,0,0
2003,virgin islands,Black,12,0,0
2003,alabama,White,12,26640,918
2003,alaska,White,12,5548,277
2003,arizona,White,12,38509,2163
2003,arkansas,White,12,21309,1236
2003,california,White,12,158596,5969
2003,colorado,White,12,35686,2109
2003,connecticut,White,12,27470,426
2003,delaware,White,12,4834,197
2003,district of columbia,White,12,0,0
2003,florida,White,12,81249,2338
2003,georgia,White,12,46699,2561
2003,hawaii,White,12,2137,177
2003,idaho,White,12,15203,521
2003,illinois,White,12,91449,3751
2003,indiana,White,12,54836,2123
2003,iowa,White,12,34084,1270
2003,kansas,White,12,27939,781
2003,kentucky,White,12,34686,1141
2003,louisiana,White,12,22377,1182
2003,maine,White,12,14013,510
2003,maryland,White,12,31546,915
2003,massachusetts,White,12,48870,1889
2003,michigan,White,12,90328,3109
2003,minnesota,White,12,60233,2771
2003,mississippi,White,12,13403,393
2003,missouri,White,12,50693,1723
2003,montana,White,12,10071,335
2003,nebraska,White,12,18917,551
2003,nevada,White,12,11479,921
2003,new hampshire,White,12,13829,939
2003,new jersey,White,12,56652,771
2003,new mexico,White,12,7679,243
2003,new york,White,12,109690,4230
2003,north carolina,White,12,50034,2119
2003,north dakota,White,12,7656,185
2003,ohio,White,12,107142,3935
2003,oklahoma,White,12,26155,921
2003,oregon,White,12,0,0
2003,pennsylvania,White,12,108408,0
2003,rhode island,White,12,7725,197
2003,south carolina,White,12,22283,580
2003,south dakota,White,12,8724,357
2003,tennessee,White,12,0,0
2003,texas,White,12,116452,3259
2003,utah,White,12,30809,2329
2003,vermont,White,12,7273,212
2003,virginia,White,12,50662,1195
2003,washington,White,12,56898,4858
2003,west virginia,White,12,17614,771
2003,wisconsin,White,12,0,0
2003,wyoming,White,12,5922,382
2003,american samoa,White,12,0,0
2003,guam,White,12,0,0
2003,northern marianas,White,12,0,0
2003,puerto rico,White,12,0,0
2003,virgin islands,White,12,0,0
2003,alabama,Hispanic,12,418,14
2003,alaska,Hispanic,12,284,27
2003,arizona,Hispanic,12,20741,2952
2003,arkansas,Hispanic,12,857,71
2003,california,Hispanic,12,147578,11886
2003,colorado,Hispanic,12,8449,1013
2003,connecticut,Hispanic,12,3907,159
2003,delaware,Hispanic,12,306,23
2003,district of columbia,Hispanic,12,0,0
2003,florida,Hispanic,12,27448,1379
2003,georgia,Hispanic,12,2975,286
2003,hawaii,Hispanic,12,481,38
2003,idaho,Hispanic,12,1493,117
2003,illinois,Hispanic,12,17297,1267
2003,indiana,Hispanic,12,2016,114
2003,iowa,Hispanic,12,1129,103
2003,kansas,Hispanic,12,2338,122
2003,kentucky,Hispanic,12,395,8
2003,louisiana,Hispanic,12,656,60
2003,maine,Hispanic,12,92,5
2003,maryland,Hispanic,12,2508,100
2003,massachusetts,Hispanic,12,5053,511
2003,michigan,Hispanic,12,2896,194
2003,minnesota,Hispanic,12,2180,469
2003,mississippi,Hispanic,12,131,6
2003,missouri,Hispanic,12,1036,62
2003,montana,Hispanic,12,188,6
2003,nebraska,Hispanic,12,1184,109
2003,nevada,Hispanic,12,3725,640
2003,new hampshire,Hispanic,12,252,36
2003,new jersey,Hispanic,12,12165,406
2003,new mexico,Hispanic,12,8770,478
2003,new york,Hispanic,12,21186,1577
2003,north carolina,Hispanic,12,2450,135
2003,north dakota,Hispanic,12,89,4
2003,ohio,Hispanic,12,1896,143
2003,oklahoma,Hispanic,12,1854,144
2003,oregon,Hispanic,12,0,0
2003,pennsylvania,Hispanic,12,4486,0
2003,rhode island,Hispanic,12,1061,52
2003,south carolina,Hispanic,12,570,18
2003,south dakota,Hispanic,12,114,11
2003,tennessee,Hispanic,12,0,0
2003,texas,Hispanic,12,85101,5836
2003,utah,Hispanic,12,2768,643
2003,vermont,Hispanic,12,59,7
2003,virginia,Hispanic,12,3438,261
2003,washington,Hispanic,12,6084,776
2003,west virginia,Hispanic,12,91,7
2003,wisconsin,Hispanic,12,0,0
2003,wyoming,Hispanic,12,350,34
2003,american samoa,Hispanic,12,0,0
2003,guam,Hispanic,12,0,0
2003,northern marianas,Hispanic,12,0,0
2003,puerto rico,Hispanic,12,0,0
2003,virgin islands,Hispanic,12,0,0
2004,alabama,Black,7,0,0
2004,alaska,Black,7,523,16
2004,arizona,Black,7,4054,68
2004,arkansas,Black,7,0,0
2004,california,Black,7,40774,829
2004,colorado,Black,7,3570,60
2004,connecticut,Black,7,0,0
2004,delaware,Black,7,3266,9
2004,district of columbia,Black,7,0,0
2004,florida,Black,7,51447,773
2004,georgia,Black,7,48731,568
2004,hawaii,Black,7,319,4
2004,idaho,Black,7,191,1
2004,illinois,Black,7,34113,366
2004,indiana,Black,7,10776,72
2004,iowa,Black,7,1878,1
2004,kansas,Black,7,3238,1
2004,kentucky,Black,7,5589,8
2004,louisiana,Black,7,28746,641
2004,maine,Black,7,289,0
2004,maryland,Black,7,27551,55
2004,massachusetts,Black,7,0,0
2004,michigan,Black,7,29986,0
2004,minnesota,Black,7,0,0
2004,mississippi,Black,7,21719,194
2004,missouri,Black,7,13962,425
2004,montana,Black,7,91,0
2004,nebraska,Black,7,1636,1
2004,nevada,Black,7,0,0
2004,new hampshire,Black,7,0,0
2004,new jersey,Black,7,0,0
2004,new mexico,Black,7,614,12
2004,new york,Black,7,46770,242
2004,north carolina,Black,7,0,0
2004,north dakota,Black,7,84,0
2004,ohio,Black,7,25494,240
2004,oklahoma,Black,7,5270,66
2004,oregon,Black,7,0,0
2004,pennsylvania,Black,7,24438,13
2004,rhode island,Black,7,0,0
2004,south carolina,Black,7,23937,34
2004,south dakota,Black,7,158,0
2004,tennessee,Black,7,0,0
2004,texas,Black,7,48282,119
2004,utah,Black,7,453,7
2004,vermont,Black,7,93,0
2004,virginia,Black,7,13855,111
2004,washington,Black,7,0,0
2004,west virginia,Black,7,1093,1
2004,wisconsin,Black,7,7261,138
2004,wyoming,Black,7,105,0
2004,american samoa,Black,7,0,0
2004,guam,Black,7,0,0
2004,northern marianas,Black,7,0,0
2004,puerto rico,Black,7,0,0
2004,virgin islands,Black,7,0,0
2004,alabama,White,7,0,0
2004,alaska,White,7,6269,106
2004,arizona,White,7,38393,306
2004,arkansas,White,7,0,0
2004,california,White,7,158469,881
2004,colorado,White,7,38112,248
2004,connecticut,White,7,0,0
2004,delaware,White,7,5539,9
2004,district of columbia,White,7,0,0
2004,florida,White,7,106423,934
2004,georgia,White,7,59689,219
2004,hawaii,White,7,2698,30
2004,idaho,White,7,16881,17
2004,illinois,White,7,92784,130
2004,indiana,White,7,66549,84
2004,iowa,White,7,32850,1
2004,kansas,White,7,27443,4
2004,kentucky,White,7,44061,23
2004,louisiana,White,7,27768,241
2004,maine,White,7,16003,6
2004,maryland,White,7,33822,5
2004,massachusetts,White,7,0,0
2004,michigan,White,7,98230,0
2004,minnesota,White,7,0,0
2004,mississippi,White,7,19657,57
2004,missouri,White,7,57278,115
2004,montana,White,7,10096,8
2004,nebraska,White,7,17416,19
2004,nevada,White,7,0,0
2004,new hampshire,White,7,0,0
2004,new jersey,White,7,0,0
2004,new mexico,White,7,8078,20
2004,new york,White,7,121970,46
2004,north carolina,White,7,0,0
2004,north dakota,White,7,6936,0
2004,ohio,White,7,112127,237
2004,oklahoma,White,7,29124,121
2004,oregon,White,7,0,0
2004,pennsylvania,White,7,112915,16
2004,rhode island,White,7,0,0
2004,south carolina,White,7,30652,17
2004,south dakota,White,7,8222,1
2004,tennessee,White,7,0,0
2004,texas,White,7,130025,106
2004,utah,White,7,31130,263
2004,vermont,White,7,7093,5
2004,virginia,White,7,0,0
2004,washington,White,7,0,0
2004,west virginia,White,7,21029,23
2004,wisconsin,White,7,51826,60
2004,wyoming,White,7,5779,7
2004,american samoa,White,7,0,0
2004,guam,White,7,0,0
2004,northern marianas,White,7,0,0
2004,puerto rico,White,7,0,0
2004,virgin islands,White,7,0,0
2004,alabama,Hispanic,7,0,0
2004,alaska,Hispanic,7,423,17
2004,arizona,Hispanic,7,30948,482
2004,arkansas,Hispanic,7,2011,15
2004,california,Hispanic,7,230382,2240
2004,colorado,Hispanic,7,15290,227
2004,connecticut,Hispanic,7,0,0
2004,delaware,Hispanic,7,794,1
2004,district of columbia,Hispanic,7,0,0
2004,florida,Hispanic,7,47139,695
2004,georgia,Hispanic,7,8608,68
2004,hawaii,Hispanic,7,626,4
2004,idaho,Hispanic,7,2587,1
2004,illinois,Hispanic,7,28382,166
2004,indiana,Hispanic,7,4018,23
2004,iowa,Hispanic,7,1844,1
2004,kansas,Hispanic,7,4113,11
2004,kentucky,Hispanic,7,864,3
2004,louisiana,Hispanic,7,1156,18
2004,maine,Hispanic,7,138,0
2004,maryland,Hispanic,7,4375,1
2004,massachusetts,Hispanic,7,0,0
2004,michigan,Hispanic,7,5385,0
2004,minnesota,Hispanic,7,0,0
2004,mississippi,Hispanic,7,467,1
2004,missouri,Hispanic,7,1982,14
2004,montana,Hispanic,7,247,1
2004,nebraska,Hispanic,7,2212,9
2004,nevada,Hispanic,7,0,0
2004,new hampshire,Hispanic,7,0,0
2004,new jersey,Hispanic,7,0,0
2004,new mexico,Hispanic,7,13728,131
2004,new york,Hispanic,7,43842,157
2004,north carolina,Hispanic,7,0,0
2004,north dakota,Hispanic,7,172,0
2004,ohio,Hispanic,7,3019,30
2004,oklahoma,Hispanic,7,3719,65
2004,oregon,Hispanic,7,0,0
2004,pennsylvania,Hispanic,7,8762,15
2004,rhode island,Hispanic,7,0,0
2004,south carolina,Hispanic,7,1793,1
2004,south dakota,Hispanic,7,184,0
2004,tennessee,Hispanic,7,0,0
2004,texas,Hispanic,7,144094,324
2004,utah,Hispanic,7,4413,71
2004,vermont,Hispanic,7,61,2
2004,virginia,Hispanic,7,6049,36
2004,washington,Hispanic,7,0,0
2004,west virginia,Hispanic,7,146,0
2004,wisconsin,Hispanic,7,3791,37
2004,wyoming,Hispanic,7,622,2
2004,american samoa,Hispanic,7,0,0
2004,guam,Hispanic,7,0,0
2004,northern marianas,Hispanic,7,0,0
2004,puerto rico,Hispanic,7,0,0
2004,virgin islands,Hispanic,7,0,0
2004,alabama,Black,8,0,0
2004,alaska,Black,8,516,8
2004,arizona,Black,8,3941,61
2004,arkansas,Black,8,0,0
2004,california,Black,8,41767,919
2004,colorado,Black,8,3499,92
2004,connecticut,Black,8,0,0
2004,delaware,Black,8,3676,27
2004,district of columbia,Black,8,0,0
2004,florida,Black,8,50126,1194
2004,georgia,Black,8,48279,814
2004,hawaii,Black,8,294,8
2004,idaho,Black,8,191,1
2004,illinois,Black,8,33778,465
2004,indiana,Black,8,10405,71
2004,iowa,Black,8,1688,3
2004,kansas,Black,8,3283,4
2004,kentucky,Black,8,5490,20
2004,louisiana,Black,8,30017,1572
2004,maine,Black,8,269,0
2004,maryland,Black,8,26935,65
2004,massachusetts,Black,8,0,0
2004,michigan,Black,8,28797,0
2004,minnesota,Black,8,0,0
2004,mississippi,Black,8,20399,207
2004,missouri,Black,8,13693,410
2004,montana,Black,8,82,0
2004,nebraska,Black,8,1581,4
2004,nevada,Black,8,0,0
2004,new hampshire,Black,8,0,0
2004,new jersey,Black,8,0,0
2004,new mexico,Black,8,652,4
2004,new york,Black,8,45106,194
2004,north carolina,Black,8,35429,211
2004,north dakota,Black,8,101,0
2004,ohio,Black,8,25152,371
2004,oklahoma,Black,8,5079,75
2004,oregon,Black,8,0,0
2004,pennsylvania,Black,8,23547,45
2004,rhode island,Black,8,0,0
2004,south carolina,Black,8,23453,60
2004,south dakota,Black,8,144,0
2004,tennessee,Black,8,0,0
2004,texas,Black,8,47739,405
2004,utah,Black,8,471,10
2004,vermont,Black,8,100,0
2004,virginia,Black,8,26371,206
2004,washington,Black,8,0,0
2004,west virginia,Black,8,1022,5
2004,wisconsin,Black,8,6923,133
2004,wyoming,Black,8,97,2
2004,american samoa,Black,8,0,0
2004,guam,Black,8,0,0
2004,northern marianas,Black,8,0,0
2004,puerto rico,Black,8,0,0
2004,virgin islands,Black,8,0,0
2004,alabama,White,8,0,0
2004,alaska,White,8,6429,125
2004,arizona,White,8,38980,400
2004,arkansas,White,8,0,0
2004,california,White,8,165584,969
2004,colorado,White,8,38676,382
2004,connecticut,White,8,0,0
2004,delaware,White,8,5669,19
2004,district of columbia,White,8,0,0
2004,florida,White,8,107150,1184
2004,georgia,White,8,60819,404
2004,hawaii,White,8,2780,41
2004,idaho,White,8,17172,26
2004,illinois,White,8,94179,212
2004,indiana,White,8,67685,154
2004,iowa,White,8,33683,6
2004,kansas,White,8,27665,11
2004,kentucky,White,8,44825,67
2004,louisiana,White,8,27890,433
2004,maine,White,8,16199,7
2004,maryland,White,8,34838,29
2004,massachusetts,White,8,0,0
2004,michigan,White,8,101229,0
2004,minnesota,White,8,0,0
2004,mississippi,White,8,18955,100
2004,missouri,White,8,56874,134
2004,montana,White,8,10256,2
2004,nebraska,White,8,17800,29
2004,nevada,White,8,0,0
2004,new hampshire,White,8,0,0
2004,new jersey,White,8,0,0
2004,new mexico,White,8,8464,17
2004,new york,White,8,123221,94
2004,north carolina,White,8,64144,245
2004,north dakota,White,8,7105,1
2004,ohio,White,8,114278,316
2004,oklahoma,White,8,28941,162
2004,oregon,White,8,0,0
2004,pennsylvania,White,8,116268,41
2004,rhode island,White,8,0,0
2004,south carolina,White,8,30419,27
2004,south dakota,White,8,8252,3
2004,tennessee,White,8,0,0
2004,texas,White,8,131623,604
2004,utah,White,8,31197,130
2004,vermont,White,8,7453,15
2004,virginia,White,8,0,0
2004,washington,White,8,0,0
2004,west virginia,White,8,21264,80
2004,wisconsin,White,8,53117,50
2004,wyoming,White,8,6014,10
2004,american samoa,White,8,0,0
2004,guam,White,8,0,0
2004,northern marianas,White,8,0,0
2004,puerto rico,White,8,0,0
2004,virgin islands,White,8,0,0
2004,alabama,Hispanic,8,0,0
2004,alaska,Hispanic,8,405,8
2004,arizona,Hispanic,8,29049,658
2004,arkansas,Hispanic,8,0,0
2004,california,Hispanic,8,228262,3642
2004,colorado,Hispanic,8,14759,372
2004,connecticut,Hispanic,8,0,0
2004,delaware,Hispanic,8,856,5
2004,district of columbia,Hispanic,8,0,0
2004,florida,Hispanic,8,47347,1243
2004,georgia,Hispanic,8,8025,116
2004,hawaii,Hispanic,8,643,7
2004,idaho,Hispanic,8,2309,4
2004,illinois,Hispanic,8,27429,328
2004,indiana,Hispanic,8,3700,20
2004,iowa,Hispanic,8,1806,3
2004,kansas,Hispanic,8,3956,7
2004,kentucky,Hispanic,8,781,3
2004,louisiana,Hispanic,8,1037,32
2004,maine,Hispanic,8,119,1
2004,maryland,Hispanic,8,4309,1
2004,massachusetts,Hispanic,8,0,0
2004,michigan,Hispanic,8,5295,0
2004,minnesota,Hispanic,8,0,0
2004,mississippi,Hispanic,8,439,3
2004,missouri,Hispanic,8,1800,14
2004,montana,Hispanic,8,228,0
2004,nebraska,Hispanic,8,2189,15
2004,nevada,Hispanic,8,0,0
2004,new hampshire,Hispanic,8,0,0
2004,new jersey,Hispanic,8,0,0
2004,new mexico,Hispanic,8,13700,202
2004,new york,Hispanic,8,43125,149
2004,north carolina,Hispanic,8,6790,71
2004,north dakota,Hispanic,8,141,0
2004,ohio,Hispanic,8,2877,51
