Year,State,Ethnicity,Grade,Enrollment,Dropout
2002,wisconsin,White,11,59883,476
2002,wyoming,White,11,6243,344
2002,american samoa,White,11,0,0
2002,guam,White,11,0,0
2002,northern marianas,White,11,0,0
2002,puerto rico,White,11,0,0
2002,virgin islands,White,11,0,0
2002,alabama,Hispanic,11,475,28
2002,alaska,Hispanic,11,259,44
2002,arizona,Hispanic,11,19340,2283
2002,arkansas,Hispanic,11,1062,99
2002,california,Hispanic,11,167347,7413
2002,colorado,Hispanic,11,9081,687
2002,connecticut,Hispanic,11,4211,224
2002,delaware,Hispanic,11,319,22
2002,district of columbia,Hispanic,11,0,0
2002,florida,Hispanic,11,30028,1033
2002,georgia,Hispanic,11,3325,325
2002,hawaii,Hispanic,11,609,33
2002,idaho,Hispanic,11,1323,151
2002,illinois,Hispanic,11,17344,1552
2002,indiana,Hispanic,11,2090,88
2002,iowa,Hispanic,11,1195,84
2002,kansas,Hispanic,11,2561,152
2002,kentucky,Hispanic,11,409,14
2002,louisiana,Hispanic,11,688,43
2002,maine,Hispanic,11,80,2
2002,maryland,Hispanic,11,2642,129
2002,massachusetts,Hispanic,11,5765,368
2002,michigan,Hispanic,11,3337,201
2002,minnesota,Hispanic,11,2058,373
2002,mississippi,Hispanic,11,157,9
2002,missouri,Hispanic,11,1018,58
2002,montana,Hispanic,11,180,7
2002,nebraska,Hispanic,11,1225,133
2002,nevada,Hispanic,11,4250,387
2002,new hampshire,Hispanic,11,281,35
2002,new jersey,Hispanic,11,12704,491
2002,new mexico,Hispanic,11,10187,604
2002,new york,Hispanic,11,23995,3591
2002,north carolina,Hispanic,11,2731,211
2002,north dakota,Hispanic,11,87,4
2002,ohio,Hispanic,11,2001,142
2002,oklahoma,Hispanic,11,2006,180
2002,oregon,Hispanic,11,3741,0
2002,pennsylvania,Hispanic,11,4753,0
2002,rhode island,Hispanic,11,1230,105
2002,south carolina,Hispanic,11,586,22
2002,south dakota,Hispanic,11,106,13
2002,tennessee,Hispanic,11,0,0
2002,texas,Hispanic,11,94168,4927
2002,utah,Hispanic,11,2877,263
2002,vermont,Hispanic,11,48,0
2002,virginia,Hispanic,11,4105,323
2002,washington,Hispanic,11,6281,648
2002,west virginia,Hispanic,11,83,3
2002,wisconsin,Hispanic,11,2474,142
2002,wyoming,Hispanic,11,403,57
2002,american samoa,Hispanic,11,0,0
2002,guam,Hispanic,11,0,0
2002,northern marianas,Hispanic,11,0,0
2002,puerto rico,Hispanic,11,0,0
2002,virgin islands,Hispanic,11,0,0
2002,alabama,Black,12,14583,551
2002,alaska,Black,12,373,35
2002,arizona,Black,12,2800,447
2002,arkansas,Black,12,6375,402
2002,california,Black,12,30516,2336
2002,colorado,Black,12,2099,182
2002,connecticut,Black,12,4500,120
2002,delaware,Black,12,1865,94
2002,district of columbia,Black,12,0,0
2002,florida,Black,12,30640,1954
2002,georgia,Black,12,27145,1914
2002,hawaii,Black,12,189,15
2002,idaho,Black,12,81,3
2002,illinois,Black,12,24462,1638
2002,indiana,Black,12,5843,254
2002,iowa,Black,12,974,52
2002,kansas,Black,12,2481,127
2002,kentucky,Black,12,3391,156
2002,louisiana,Black,12,18118,2280
2002,maine,Black,12,155,5
2002,maryland,Black,12,18344,831
2002,massachusetts,Black,12,4994,285
2002,michigan,Black,12,13860,1347
2002,minnesota,Black,12,4660,981
2002,mississippi,Black,12,12828,623
2002,missouri,Black,12,8099,492
2002,montana,Black,12,49,3
2002,nebraska,Black,12,1093,84
2002,nevada,Black,12,1650,270
2002,new hampshire,Black,12,127,19
2002,new jersey,Black,12,13265,360
2002,new mexico,Black,12,401,13
2002,new york,Black,12,24502,3504
2002,north carolina,Black,12,19706,968
2002,north dakota,Black,12,57,2
2002,ohio,Black,12,14753,920
2002,oklahoma,Black,12,3418,170
2002,oregon,Black,12,939,0
2002,pennsylvania,Black,12,13875,0
2002,rhode island,Black,12,740,35
2002,south carolina,Black,12,14216,360
2002,south dakota,Black,12,113,8
2002,tennessee,Black,12,0,0
2002,texas,Black,12,31858,1910
2002,utah,Black,12,289,48
2002,vermont,Black,12,62,0
2002,virginia,Black,12,17804,798
2002,washington,Black,12,3195,448
2002,west virginia,Black,12,717,33
2002,wisconsin,Black,12,3884,284
2002,wyoming,Black,12,70,5
2002,american samoa,Black,12,0,0
2002,guam,Black,12,0,0
2002,northern marianas,Black,12,0,0
2002,puerto rico,Black,12,0,0
2002,virgin islands,Black,12,0,0
2002,alabama,White,12,26644,918
2002,alaska,White,12,5799,230
2002,arizona,White,12,34462,2446
2002,arkansas,White,12,21679,1285
2002,california,White,12,161085,5191
2002,colorado,White,12,35228,1172
2002,connecticut,White,12,26486,442
2002,delaware,White,12,4785,166
2002,district of columbia,White,12,0,0
2002,florida,White,12,78248,2313
2002,georgia,White,12,46051,2759
2002,hawaii,White,12,2058,168
2002,idaho,White,12,16020,691
2002,illinois,White,12,91991,4324
2002,indiana,White,12,55563,1517
2002,iowa,White,12,34696,854
2002,kansas,White,12,28492,773
2002,kentucky,White,12,35083,1184
2002,louisiana,White,12,22823,1082
2002,maine,White,12,13698,467
2002,maryland,White,12,31367,779
2002,massachusetts,White,12,48018,1379
2002,michigan,White,12,92092,3053
2002,minnesota,White,12,60841,3374
2002,mississippi,White,12,13456,468
2002,missouri,White,12,50553,1681
2002,montana,White,12,10330,408
2002,nebraska,White,12,19267,626
2002,nevada,White,12,11464,928
2002,new hampshire,White,12,13725,927
2002,new jersey,White,12,54939,876
2002,new mexico,White,12,7672,262
2002,new york,White,12,108014,4258
2002,north carolina,White,12,49285,2060
2002,north dakota,White,12,8041,188
2002,ohio,White,12,105859,3793
2002,oklahoma,White,12,26438,842
2002,oregon,White,12,31762,0
2002,pennsylvania,White,12,106557,0
2002,rhode island,White,12,7762,261
2002,south carolina,White,12,22166,543
2002,south dakota,White,12,8973,316
2002,tennessee,White,12,0,0
2002,texas,White,12,117173,3324
2002,utah,White,12,31303,2153
2002,vermont,White,12,0,0
2002,virginia,White,12,50637,1377
2002,washington,White,12,55969,3804
2002,west virginia,White,12,17489,600
2002,wisconsin,White,12,59535,1670
2002,wyoming,White,12,6029,369
2002,american samoa,White,12,0,0
2002,guam,White,12,0,0
2002,northern marianas,White,12,0,0
2002,puerto rico,White,12,0,0
2002,virgin islands,White,12,0,0
2002,alabama,Hispanic,12,394,16
2002,alaska,Hispanic,12,272,33
2002,arizona,Hispanic,12,17885,2756
2002,arkansas,Hispanic,12,832,69
2002,california,Hispanic,12,138363,9363
2002,colorado,Hispanic,12,7334,657
2002,connecticut,Hispanic,12,3886,152
2002,delaware,Hispanic,12,292,17
2002,district of columbia,Hispanic,12,0,0
2002,florida,Hispanic,12,25050,1195
2002,georgia,Hispanic,12,2641,291
2002,hawaii,Hispanic,12,484,55
2002,idaho,Hispanic,12,1030,103
2002,illinois,Hispanic,12,16158,1161
2002,indiana,Hispanic,12,1766,74
2002,iowa,Hispanic,12,842,61
2002,kansas,Hispanic,12,2445,129
2002,kentucky,Hispanic,12,325,11
2002,louisiana,Hispanic,12,604,47
2002,maine,Hispanic,12,74,1
2002,maryland,Hispanic,12,2279,71
2002,massachusetts,Hispanic,12,4827,354
2002,michigan,Hispanic,12,2651,169
2002,minnesota,Hispanic,12,1969,620
2002,mississippi,Hispanic,12,169,9
2002,missouri,Hispanic,12,923,55
2002,montana,Hispanic,12,180,11
2002,nebraska,Hispanic,12,995,95
2002,nevada,Hispanic,12,3376,508
2002,new hampshire,Hispanic,12,232,46
2002,new jersey,Hispanic,12,11741,404
2002,new mexico,Hispanic,12,8433,371
2002,new york,Hispanic,12,19548,3160
2002,north carolina,Hispanic,12,2070,103
2002,north dakota,Hispanic,12,81,4
2002,ohio,Hispanic,12,1798,110
2002,oklahoma,Hispanic,12,1662,139
2002,oregon,Hispanic,12,3261,0
2002,pennsylvania,Hispanic,12,3844,0
2002,rhode island,Hispanic,12,984,58
2002,south carolina,Hispanic,12,523,12
2002,south dakota,Hispanic,12,115,9
2002,tennessee,Hispanic,12,0,0
2002,texas,Hispanic,12,80989,5434
2002,utah,Hispanic,12,2573,559
2002,vermont,Hispanic,12,29,0
2002,virginia,Hispanic,12,3209,177
2002,washington,Hispanic,12,5604,738
2002,west virginia,Hispanic,12,67,1
2002,wisconsin,Hispanic,12,2199,135
2002,wyoming,Hispanic,12,348,35
2002,american samoa,Hispanic,12,0,0
2002,guam,Hispanic,12,0,0
2002,northern marianas,Hispanic,12,0,0
2002,puerto rico,Hispanic,12,0,0
2002,virgin islands,Hispanic,12,0,0
2003,alabama,Black,7,23121,16
2003,alaska,Black,7,540,8
2003,arizona,Black,7,3760,125
2003,arkansas,Black,7,8706,119
2003,california,Black,7,42650,959
2003,colorado,Black,7,3496,24
2003,connecticut,Black,7,0,0
2003,delaware,Black,7,3259,8
2003,district of columbia,Black,7,0,0
2003,florida,Black,7,51284,770
2003,georgia,Black,7,48985,343
2003,hawaii,Black,7,314,0
2003,idaho,Black,7,188,0
2003,illinois,Black,7,34799,408
2003,indiana,Black,7,10715,55
2003,iowa,Black,7,1694,5
2003,kansas,Black,7,3407,4
2003,kentucky,Black,7,5573,3
2003,louisiana,Black,7,28682,632
2003,maine,Black,7,245,1
2003,maryland,Black,7,27659,76
2003,massachusetts,Black,7,7176,23
2003,michigan,Black,7,31163,2116
2003,minnesota,Black,7,0,0
2003,mississippi,Black,7,21867,143
2003,missouri,Black,7,14218,63
2003,montana,Black,7,85,0
2003,nebraska,Black,7,1576,15
2003,nevada,Black,7,3549,108
2003,new hampshire,Black,7,0,0
2003,new jersey,Black,7,0,0
2003,new mexico,Black,7,650,4
2003,new york,Black,7,47406,60
2003,north carolina,Black,7,0,0
2003,north dakota,Black,7,0,0
2003,ohio,Black,7,25900,191
2003,oklahoma,Black,7,5237,75
2003,oregon,Black,7,0,0
2003,pennsylvania,Black,7,24179,0
2003,rhode island,Black,7,0,0
2003,south carolina,Black,7,24210,82
2003,south dakota,Black,7,134,0
2003,tennessee,Black,7,0,0
2003,texas,Black,7,48262,120
2003,utah,Black,7,411,7
2003,vermont,Black,7,98,19
2003,virginia,Black,7,27183,330
2003,washington,Black,7,0,0
2003,west virginia,Black,7,1028,3
2003,wisconsin,Black,7,0,0
2003,wyoming,Black,7,109,1
2003,american samoa,Black,7,0,0
2003,guam,Black,7,0,0
2003,northern marianas,Black,7,0,0
2003,puerto rico,Black,7,0,0
2003,virgin islands,Black,7,0,0
2003,alabama,White,7,36498,38
2003,alaska,White,7,6558,31
2003,arizona,White,7,38712,745
2003,arkansas,White,7,0,0
2003,california,White,7,167935,756
2003,colorado,White,7,38709,151
2003,connecticut,White,7,0,0
2003,delaware,White,7,5482,5
2003,district of columbia,White,7,0,0
2003,florida,White,7,107372,801
2003,georgia,White,7,62972,198
2003,hawaii,White,7,2781,16
2003,idaho,White,7,17003,10
2003,illinois,White,7,94914,971
2003,indiana,White,7,68278,82
2003,iowa,White,7,33939,4
2003,kansas,White,7,27885,13
2003,kentucky,White,7,45017,25
2003,louisiana,White,7,28251,216
2003,maine,White,7,16225,4
2003,maryland,White,7,35252,19
2003,massachusetts,White,7,57809,25
2003,michigan,White,7,101184,581
2003,minnesota,White,7,0,0
2003,mississippi,White,7,19628,55
2003,missouri,White,7,57056,35
2003,montana,White,7,10198,6
2003,nebraska,White,7,17775,15
2003,nevada,White,7,16347,288
2003,new hampshire,White,7,0,0
2003,new jersey,White,7,0,0
2003,new mexico,White,7,8471,63
2003,new york,White,7,125072,37
2003,north carolina,White,7,0,0
2003,north dakota,White,7,0,0
2003,ohio,White,7,115106,187
2003,oklahoma,White,7,29249,125
2003,oregon,White,7,0,0
2003,pennsylvania,White,7,115877,0
2003,rhode island,White,7,0,0
2003,south carolina,White,7,30705,28
2003,south dakota,White,7,8259,0
2003,tennessee,White,7,0,0
2003,texas,White,7,132318,119
2003,utah,White,7,31147,263
2003,vermont,White,7,7528,4
2003,virginia,White,7,0,0
2003,washington,White,7,0,0
2003,west virginia,White,7,21577,23
2003,wisconsin,White,7,0,0
2003,wyoming,White,7,6000,16
2003,american samoa,White,7,0,0
2003,guam,White,7,0,0
2003,northern marianas,White,7,0,0
2003,puerto rico,White,7,0,0
2003,virgin islands,White,7,0,0
2003,alabama,Hispanic,7,1102,0
2003,alaska,Hispanic,7,408,1
2003,arizona,Hispanic,7,28674,872
2003,arkansas,Hispanic,7,0,0
2003,california,Hispanic,7,228659,1919
2003,colorado,Hispanic,7,14714,113
2003,connecticut,Hispanic,7,0,0
2003,delaware,Hispanic,7,729,2
2003,district of columbia,Hispanic,7,0,0
2003,florida,Hispanic,7,45674,607
2003,georgia,Hispanic,7,7657,75
2003,hawaii,Hispanic,7,643,1
2003,idaho,Hispanic,7,2248,3
2003,illinois,Hispanic,7,27429,172
2003,indiana,Hispanic,7,3633,25
2003,iowa,Hispanic,7,1740,4
2003,kansas,Hispanic,7,3912,6
2003,kentucky,Hispanic,7,695,1
2003,louisiana,Hispanic,7,1021,14
2003,maine,Hispanic,7,99,0
2003,maryland,Hispanic,7,4106,1
2003,massachusetts,Hispanic,7,9172,32
2003,michigan,Hispanic,7,5290,157
2003,minnesota,Hispanic,7,0,0
2003,mississippi,Hispanic,7,431,3
2003,missouri,Hispanic,7,1733,7
2003,montana,Hispanic,7,245,1
2003,nebraska,Hispanic,7,2165,20
2003,nevada,Hispanic,7,9434,190
2003,new hampshire,Hispanic,7,0,0
2003,new jersey,Hispanic,7,0,0
2003,new mexico,Hispanic,7,13593,83
2003,new york,Hispanic,7,43974,135
2003,north carolina,Hispanic,7,0,0
2003,north dakota,Hispanic,7,0,0
2003,ohio,Hispanic,7,2865,31
2003,oklahoma,Hispanic,7,3366,44
2003,oregon,Hispanic,7,0,0
2003,pennsylvania,Hispanic,7,8321,0
2003,rhode island,Hispanic,7,0,0
2003,south carolina,Hispanic,7,1634,8
2003,south dakota,Hispanic,7,177,0
2003,tennessee,Hispanic,7,0,0
2003,texas,Hispanic,7,138972,306
2003,utah,Hispanic,7,4002,71
2003,vermont,Hispanic,7,63,20
2003,virginia,Hispanic,7,0,0
2003,washington,Hispanic,7,0,0
2003,west virginia,Hispanic,7,127,0
2003,wisconsin,Hispanic,7,0,0
2003,wyoming,Hispanic,7,549,4
2003,american samoa,Hispanic,7,0,0
2003,guam,Hispanic,7,0,0
2003,northern marianas,Hispanic,7,0,0
2003,puerto rico,Hispanic,7,0,0
2003,virgin islands,Hispanic,7,0,0
2003,alabama,Black,8,21733,48
2003,alaska,Black,8,508,11
2003,arizona,Black,8,3803,127
2003,arkansas,Black,8,0,0
2003,california,Black,8,42968,950
2003,colorado,Black,8,3519,23
2003,connecticut,Black,8,0,0
2003,delaware,Black,8,3370,51
2003,district of columbia,Black,8,0,0
2003,florida,Black,8,49036,792
2003,georgia,Black,8,47121,477
2003,hawaii,Black,8,315,4
2003,idaho,Black,8,148,0
2003,illinois,Black,8,32600,549
2003,indiana,Black,8,10026,73
2003,iowa,Black,8,1585,5
2003,kansas,Black,8,3261,7
2003,kentucky,Black,8,5147,7
2003,louisiana,Black,8,29986,1586
2003,maine,Black,8,289,0
2003,maryland,Black,8,25735,101
2003,massachusetts,Black,8,6968,27
2003,michigan,Black,8,29409,2903
2003,minnesota,Black,8,0,0
2003,mississippi,Black,8,19307,147
2003,missouri,Black,8,12895,144
2003,montana,Black,8,76,1
2003,nebraska,Black,8,1607,9
2003,nevada,Black,8,3463,123
2003,new hampshire,Black,8,0,0
2003,new jersey,Black,8,0,0
2003,new mexico,Black,8,596,9
2003,new york,Black,8,45020,155
2003,north carolina,Black,8,34589,222
2003,north dakota,Black,8,0,0
2003,ohio,Black,8,24755,250
2003,oklahoma,Black,8,5208,76
2003,oregon,Black,8,0,0
2003,pennsylvania,Black,8,22862,0
2003,rhode island,Black,8,0,0
2003,south carolina,Black,8,21900,89
2003,south dakota,Black,8,137,0
2003,tennessee,Black,8,0,0
2003,texas,Black,8,46864,366
2003,utah,Black,8,388,10
2003,vermont,Black,8,92,12
2003,virginia,Black,8,25610,369
2003,washington,Black,8,0,0
2003,west virginia,Black,8,943,6
2003,wisconsin,Black,8,0,0
2003,wyoming,Black,8,86,0
2003,american samoa,Black,8,0,0
2003,guam,Black,8,0,0
2003,northern marianas,Black,8,0,0
2003,puerto rico,Black,8,0,0
2003,virgin islands,Black,8,0,0
2003,alabama,White,8,35805,134
2003,alaska,White,8,6669,70
2003,arizona,White,8,38626,639
2003,arkansas,White,8,0,0
2003,california,White,8,174296,710
2003,colorado,White,8,38965,264
2003,connecticut,White,8,0,0
2003,delaware,White,8,5830,116
2003,district of columbia,White,8,0,0
2003,florida,White,8,107179,855
2003,georgia,White,8,63704,309
2003,hawaii,White,8,2803,34
2003,idaho,White,8,17038,27
2003,illinois,White,8,96727,1013
2003,indiana,White,8,67270,163
2003,iowa,White,8,34677,10
2003,kansas,White,8,28991,15
2003,kentucky,White,8,44352,55
2003,louisiana,White,8,27957,468
2003,maine,White,8,16628,14
2003,maryland,White,8,36216,35
2003,massachusetts,White,8,59096,72
2003,michigan,White,8,103167,784
2003,minnesota,White,8,0,0
2003,mississippi,White,8,19196,72
2003,missouri,White,8,57131,104
2003,montana,White,8,10555,12
2003,nebraska,White,8,18509,22
2003,nevada,White,8,16403,327
2003,new hampshire,White,8,0,0
2003,new jersey,White,8,0,0
2003,new mexico,White,8,8521,88
2003,new york,White,8,127216,92
2003,north carolina,White,8,64730,247
2003,north dakota,White,8,0,0
2003,ohio,White,8,115207,312
2003,oklahoma,White,8,29596,191
2003,oregon,White,8,0,0
2003,pennsylvania,White,8,117118,0
2003,rhode island,White,8,0,0
2003,south carolina,White,8,29025,30
2003,south dakota,White,8,8654,1
2003,tennessee,White,8,0,0
2003,texas,White,8,134765,599
2003,utah,White,8,31169,130
2003,vermont,White,8,7786,16
2003,virginia,White,8,0,0
2003,washington,White,8,0,0
2003,west virginia,White,8,21048,72
2003,wisconsin,White,8,0,0
2003,wyoming,White,8,6188,14
2003,american samoa,White,8,0,0
2003,guam,White,8,0,0
2003,northern marianas,White,8,0,0
2003,puerto rico,White,8,0,0
2003,virgin islands,White,8,0,0
2003,alabama,Hispanic,8,1024,1
2003,alaska,Hispanic,8,416,4
2003,arizona,Hispanic,8,27433,873
2003,arkansas,Hispanic,8,772,8
2003,california,Hispanic,8,221203,2000
2003,colorado,Hispanic,8,14049,205
2003,connecticut,Hispanic,8,0,0
2003,delaware,Hispanic,8,768,24
2003,district of columbia,Hispanic,8,0,0
2003,florida,Hispanic,8,44514,747
2003,georgia,Hispanic,8,6894,100
2003,hawaii,Hispanic,8,620,7
2003,idaho,Hispanic,8,2300,9
2003,illinois,Hispanic,8,25142,316
2003,indiana,Hispanic,8,3321,21
2003,iowa,Hispanic,8,1574,7
2003,kansas,Hispanic,8,3639,7
2003,kentucky,Hispanic,8,644,4
2003,louisiana,Hispanic,8,946,26
2003,maine,Hispanic,8,121,0
2003,maryland,Hispanic,8,4024,2
2003,massachusetts,Hispanic,8,8986,58
2003,michigan,Hispanic,8,4912,239
2003,minnesota,Hispanic,8,0,0
2003,mississippi,Hispanic,8,412,1
2003,missouri,Hispanic,8,1631,17
2003,montana,Hispanic,8,253,0
2003,nebraska,Hispanic,8,1919,10
2003,nevada,Hispanic,8,8964,217
2003,new hampshire,Hispanic,8,0,0
2003,new jersey,Hispanic,8,0,0
2003,new mexico,Hispanic,8,13269,160
2003,new york,Hispanic,8,41977,154
2003,north carolina,Hispanic,8,5777,70
2003,north dakota,Hispanic,8,0,0
2003,ohio,Hispanic,8,2852,37
2003,oklahoma,Hispanic,8,3163,86
2003,oregon,Hispanic,8,0,0
2003,pennsylvania,Hispanic,8,7784,0
2003,rhode island,Hispanic,8,0,0
2003,south carolina,Hispanic,8,1471,7
2003,south dakota,Hispanic,8,166,0
2003,tennessee,Hispanic,8,0,0
2003,texas,Hispanic,8,132627,1273
2003,utah,Hispanic,8,3890,70
2003,vermont,Hispanic,8,67,6
2003,virginia,Hispanic,8,5405,38
2003,washington,Hispanic,8,0,0
2003,west virginia,Hispanic,8,115,2
2003,wisconsin,Hispanic,8,0,0
2003,wyoming,Hispanic,8,563,17
2003,american samoa,Hispanic,8,0,0
2003,guam,Hispanic,8,0,0
2003,northern marianas,Hispanic,8,0,0
2003,puerto rico,Hispanic,8,0,0
2003,virgin islands,Hispanic,8,0,0
2003,alabama,Black,9,23336,540
2003,alaska,Black,9,478,37
2003,arizona,Black,9,4129,240
2003,arkansas,Black,9,8713,443
2003,california,Black,9,47483,2282
2003,colorado,Black,9,3976,215
2003,connecticut,Black,9,7373,165
2003,delaware,Black,9,3550,286
2003,district of columbia,Black,9,0,0
2003,florida,Black,9,66639,2520
2003,georgia,Black,9,54776,2983
2003,hawaii,Black,9,314,15
2003,idaho,Black,9,150,4
2003,illinois,Black,9,39273,3823
2003,indiana,Black,9,11205,276
2003,iowa,Black,9,0,0
2003,kansas,Black,9,3702,83
2003,kentucky,Black,9,5999,172
2003,louisiana,Black,9,26344,2897
2003,maine,Black,9,280,3
2003,maryland,Black,9,31676,2073
2003,massachusetts,Black,9,8366,392
2003,michigan,Black,9,36278,5061
2003,minnesota,Black,9,5203,147
2003,mississippi,Black,9,20544,685
2003,missouri,Black,9,14016,639
2003,montana,Black,9,79,4
2003,nebraska,Black,9,2089,134
2003,nevada,Black,9,3982,207
2003,new hampshire,Black,9,233,5
2003,new jersey,Black,9,21592,686
2003,new mexico,Black,9,711,29
2003,new york,Black,9,62754,2774
2003,north carolina,Black,9,40790,2589
2003,north dakota,Black,9,83,0
2003,ohio,Black,9,30030,1659
2003,oklahoma,Black,9,5579,325
2003,oregon,Black,9,0,0
2003,pennsylvania,Black,9,26964,0
2003,rhode island,Black,9,1264,49
2003,south carolina,Black,9,29621,1192
2003,south dakota,Black,9,117,3
2003,tennessee,Black,9,0,0
2003,texas,Black,9,57391,1779
2003,utah,Black,9,363,10
2003,vermont,Black,9,113,7
2003,virginia,Black,9,31011,1332
2003,washington,Black,9,4944,400
2003,west virginia,Black,9,1062,50
2003,wisconsin,Black,9,0,0
2003,wyoming,Black,9,104,5
2003,american samoa,Black,9,0,0
2003,guam,Black,9,0,0
2003,northern marianas,Black,9,0,0
2003,puerto rico,Black,9,0,0
2003,virgin islands,Black,9,0,0
2003,alabama,White,9,37177,1014
2003,alaska,White,9,6932,301
2003,arizona,White,9,44108,1224
2003,arkansas,White,9,26438,549
2003,california,White,9,179280,2150
2003,colorado,White,9,41175,920
2003,connecticut,White,9,0,0
2003,delaware,White,9,6439,375
2003,district of columbia,White,9,0,0
2003,florida,White,9,127415,3256
2003,georgia,White,9,69244,2725
2003,hawaii,White,9,3152,113
2003,idaho,White,9,17796,287
2003,illinois,White,9,101268,2604
2003,indiana,White,9,69457,805
2003,iowa,White,9,0,0
2003,kansas,White,9,29875,201
2003,kentucky,White,9,47956,1189
2003,louisiana,White,9,29945,1765
2003,maine,White,9,16193,231
2003,maryland,White,9,39104,951
2003,massachusetts,White,9,60749,961
2003,michigan,White,9,109356,2408
2003,minnesota,White,9,0,0
2003,mississippi,White,9,19350,357
2003,missouri,White,9,60075,996
2003,montana,White,9,10939,165
2003,nebraska,White,9,19282,164
2003,nevada,White,9,17999,609
2003,new hampshire,White,9,17426,209
2003,new jersey,White,9,0,0
2003,new mexico,White,9,9534,290
2003,new york,White,9,131443,2060
2003,north carolina,White,9,70684,2936
2003,north dakota,White,9,7732,22
2003,ohio,White,9,123192,1862
2003,oklahoma,White,9,30917,863
2003,oregon,White,9,0,0
2003,pennsylvania,White,9,122854,0
2003,rhode island,White,9,0,0
2003,south carolina,White,9,35464,1097
2003,south dakota,White,9,8765,116
2003,tennessee,White,9,0,0
2003,texas,White,9,148148,2149
2003,utah,White,9,31054,197
2003,vermont,White,9,8044,104
2003,virginia,White,9,63934,951
2003,washington,White,9,64706,2468
2003,west virginia,White,9,22418,808
2003,wisconsin,White,9,0,0
2003,wyoming,White,9,6311,96
2003,american samoa,White,9,0,0
2003,guam,White,9,0,0
2003,northern marianas,White,9,0,0
2003,puerto rico,White,9,0,0
2003,virgin islands,White,9,0,0
2003,alabama,Hispanic,9,1046,31
2003,alaska,Hispanic,9,396,20
2003,arizona,Hispanic,9,29015,2345
2003,arkansas,Hispanic,9,1600,55
2003,california,Hispanic,9,235992,6719
2003,colorado,Hispanic,9,15399,1187
2003,connecticut,Hispanic,9,7482,285
2003,delaware,Hispanic,9,744,107
2003,district of columbia,Hispanic,9,0,0
2003,florida,Hispanic,9,53766,2238
2003,georgia,Hispanic,9,7791,484
2003,hawaii,Hispanic,9,738,26
2003,idaho,Hispanic,9,2188,94
2003,illinois,Hispanic,9,27430,2452
2003,indiana,Hispanic,9,3448,97
2003,iowa,Hispanic,9,0,0
2003,kansas,Hispanic,9,4309,109
2003,kentucky,Hispanic,9,706,23
2003,louisiana,Hispanic,9,941,58
2003,maine,Hispanic,9,123,7
2003,maryland,Hispanic,9,4677,198
2003,massachusetts,Hispanic,9,10641,707
2003,michigan,Hispanic,9,5689,466
2003,minnesota,Hispanic,9,1425,99
2003,mississippi,Hispanic,9,372,14
2003,missouri,Hispanic,9,1691,80
2003,montana,Hispanic,9,253,12
2003,nebraska,Hispanic,9,2215,143
2003,nevada,Hispanic,9,9860,579
2003,new hampshire,Hispanic,9,392,10
2003,new jersey,Hispanic,9,19789,721
2003,new mexico,Hispanic,9,15310,871
2003,new york,Hispanic,9,57566,2819
2003,north carolina,Hispanic,9,6860,615
2003,north dakota,Hispanic,9,114,4
2003,ohio,Hispanic,9,3277,156
2003,oklahoma,Hispanic,9,3528,364
2003,oregon,Hispanic,9,0,0
2003,pennsylvania,Hispanic,9,9153,0
2003,rhode island,Hispanic,9,2325,119
2003,south carolina,Hispanic,9,1778,121
2003,south dakota,Hispanic,9,187,14
2003,tennessee,Hispanic,9,0,0
2003,texas,Hispanic,9,161094,6180
2003,utah,Hispanic,9,3692,125
2003,vermont,Hispanic,9,59,5
2003,virginia,Hispanic,9,6629,562
2003,washington,Hispanic,9,9817,1033
2003,west virginia,Hispanic,9,100,4
2003,wisconsin,Hispanic,9,0,0
2003,wyoming,Hispanic,9,546,28
2003,american samoa,Hispanic,9,0,0
2003,guam,Hispanic,9,0,0
2003,northern marianas,Hispanic,9,0,0
2003,puerto rico,Hispanic,9,0,0
2003,virgin islands,Hispanic,9,0,0
2003,alabama,Black,10,19590,668
2003,alaska,Black,10,486,48
2003,arizona,Black,10,3661,256
2003,arkansas,Black,10,7966,465
2003,california,Black,10,41986,2185
2003,colorado,Black,10,3171,185
2003,connecticut,Black,10,5664,179
2003,delaware,Black,10,2534,204
2003,district of columbia,Black,10,0,0
2003,florida,Black,10,44161,1836
2003,georgia,Black,10,41729,2513
2003,hawaii,Black,10,262,14
2003,idaho,Black,10,120,4
2003,illinois,Black,10,30189,3409
2003,indiana,Black,10,8868,267
2003,iowa,Black,10,1415,62
2003,kansas,Black,10,3101,92
2003,kentucky,Black,10,4903,255
2003,louisiana,Black,10,21181,1935
2003,maine,Black,10,270,7
2003,maryland,Black,10,24094,1532
2003,massachusetts,Black,10,6702,403
2003,michigan,Black,10,23254,2818
2003,minnesota,Black,10,4794,253
2003,mississippi,Black,10,17010,598
2003,missouri,Black,10,11559,623
2003,montana,Black,10,57,1
2003,nebraska,Black,10,1371,124
2003,nevada,Black,10,3028,190
2003,new hampshire,Black,10,214,15
2003,new jersey,Black,10,18145,615
2003,new mexico,Black,10,615,35
2003,new york,Black,10,49692,8550
2003,north carolina,Black,10,30927,1992
2003,north dakota,Black,10,76,2
2003,ohio,Black,10,22792,1751
2003,oklahoma,Black,10,4919,282
2003,oregon,Black,10,0,0
2003,pennsylvania,Black,10,23266,0
2003,rhode island,Black,10,1107,65
